,Stazione,Data inizio,Data fine,Strumento,NO2 (Biossido di azoto),Unità di misura,F1,F2,F3,F4
5034,DE AMICIS,09/08/2016 17.00.00,09/08/2016 18.00.00,API 200E,21.0,ug/m3,,1,1,1
5035,DE AMICIS,09/08/2016 18.00.00,09/08/2016 19.00.00,API 200E,22.0,ug/m3,,1,1,1
5036,DE AMICIS,09/08/2016 19.00.00,09/08/2016 20.00.00,API 200E,24.0,ug/m3,,1,1,1
5037,DE AMICIS,09/08/2016 20.00.00,09/08/2016 21.00.00,API 200E,26.0,ug/m3,,1,1,1
5038,DE AMICIS,09/08/2016 21.00.00,09/08/2016 22.00.00,API 200E,23.0,ug/m3,,1,1,1
5039,DE AMICIS,09/08/2016 22.00.00,09/08/2016 23.00.00,API 200E,14.0,ug/m3,,1,1,1
5040,DE AMICIS,09/08/2016 23.00.00,10/08/2016,API 200E,11.0,ug/m3,,1,1,1
5041,DE AMICIS,10/08/2016,10/08/2016 1.00.00,API 200E,8.0,ug/m3,,1,1,1
5042,DE AMICIS,10/08/2016 1.00.00,10/08/2016 2.00.00,API 200E,8.0,ug/m3,,1,1,1
5043,DE AMICIS,10/08/2016 2.00.00,10/08/2016 3.00.00,API 200E,16.0,ug/m3,,1,1,1
5044,DE AMICIS,10/08/2016 3.00.00,10/08/2016 4.00.00,API 200E,14.0,ug/m3,,1,1,1
5045,DE AMICIS,10/08/2016 4.00.00,10/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5046,DE AMICIS,10/08/2016 5.00.00,10/08/2016 6.00.00,API 200E,13.0,ug/m3,,1,1,1
5047,DE AMICIS,10/08/2016 6.00.00,10/08/2016 7.00.00,API 200E,13.0,ug/m3,,1,1,1
5048,DE AMICIS,10/08/2016 7.00.00,10/08/2016 8.00.00,API 200E,16.0,ug/m3,,1,1,1
5049,DE AMICIS,10/08/2016 8.00.00,10/08/2016 9.00.00,API 200E,18.0,ug/m3,,1,1,1
5050,DE AMICIS,10/08/2016 9.00.00,10/08/2016 10.00.00,API 200E,22.0,ug/m3,,1,1,1
5051,DE AMICIS,10/08/2016 10.00.00,10/08/2016 11.00.00,API 200E,20.0,ug/m3,,1,1,1
5052,DE AMICIS,10/08/2016 11.00.00,10/08/2016 12.00.00,API 200E,17.0,ug/m3,,1,1,1
5053,DE AMICIS,10/08/2016 12.00.00,10/08/2016 13.00.00,API 200E,13.0,ug/m3,,1,1,1
5054,DE AMICIS,10/08/2016 13.00.00,10/08/2016 14.00.00,API 200E,11.0,ug/m3,,1,1,1
5055,DE AMICIS,10/08/2016 14.00.00,10/08/2016 15.00.00,API 200E,11.0,ug/m3,,1,1,1
5056,DE AMICIS,10/08/2016 15.00.00,10/08/2016 16.00.00,API 200E,14.0,ug/m3,,1,1,1
5057,DE AMICIS,10/08/2016 16.00.00,10/08/2016 17.00.00,API 200E,15.0,ug/m3,,1,1,1
5058,DE AMICIS,10/08/2016 17.00.00,10/08/2016 18.00.00,API 200E,21.0,ug/m3,,1,1,1
5059,DE AMICIS,10/08/2016 18.00.00,10/08/2016 19.00.00,API 200E,18.0,ug/m3,,1,1,1
5060,DE AMICIS,10/08/2016 19.00.00,10/08/2016 20.00.00,API 200E,14.0,ug/m3,,1,1,1
5061,DE AMICIS,10/08/2016 20.00.00,10/08/2016 21.00.00,API 200E,13.0,ug/m3,,1,1,1
5062,DE AMICIS,10/08/2016 21.00.00,10/08/2016 22.00.00,API 200E,16.0,ug/m3,,1,1,1
5063,DE AMICIS,10/08/2016 22.00.00,10/08/2016 23.00.00,API 200E,16.0,ug/m3,,1,1,1
5064,DE AMICIS,10/08/2016 23.00.00,11/08/2016,API 200E,10.0,ug/m3,,1,1,1
5065,DE AMICIS,11/08/2016,11/08/2016 1.00.00,API 200E,7.0,ug/m3,,1,1,1
5066,DE AMICIS,11/08/2016 1.00.00,11/08/2016 2.00.00,API 200E,10.0,ug/m3,,1,1,1
5067,DE AMICIS,11/08/2016 2.00.00,11/08/2016 3.00.00,API 200E,11.0,ug/m3,,1,1,1
5068,DE AMICIS,11/08/2016 3.00.00,11/08/2016 4.00.00,API 200E,7.0,ug/m3,,1,1,1
5069,DE AMICIS,11/08/2016 4.00.00,11/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5070,DE AMICIS,11/08/2016 5.00.00,11/08/2016 6.00.00,API 200E,6.0,ug/m3,,1,1,1
5071,DE AMICIS,11/08/2016 6.00.00,11/08/2016 7.00.00,API 200E,12.0,ug/m3,,1,1,1
5072,DE AMICIS,11/08/2016 7.00.00,11/08/2016 8.00.00,API 200E,21.0,ug/m3,,1,1,1
5073,DE AMICIS,11/08/2016 8.00.00,11/08/2016 9.00.00,API 200E,18.0,ug/m3,,1,1,1
5074,DE AMICIS,11/08/2016 9.00.00,11/08/2016 10.00.00,API 200E,17.0,ug/m3,,1,1,1
5075,DE AMICIS,11/08/2016 10.00.00,11/08/2016 11.00.00,API 200E,13.0,ug/m3,,1,1,1
5076,DE AMICIS,11/08/2016 11.00.00,11/08/2016 12.00.00,API 200E,10.0,ug/m3,,1,1,1
5077,DE AMICIS,11/08/2016 12.00.00,11/08/2016 13.00.00,API 200E,9.0,ug/m3,,1,1,1
5078,DE AMICIS,11/08/2016 13.00.00,11/08/2016 14.00.00,API 200E,8.0,ug/m3,,1,1,1
5079,DE AMICIS,11/08/2016 14.00.00,11/08/2016 15.00.00,API 200E,11.0,ug/m3,,1,1,1
5080,DE AMICIS,11/08/2016 15.00.00,11/08/2016 16.00.00,API 200E,10.0,ug/m3,,1,1,1
5081,DE AMICIS,11/08/2016 16.00.00,11/08/2016 17.00.00,API 200E,10.0,ug/m3,,1,1,1
5082,DE AMICIS,11/08/2016 17.00.00,11/08/2016 18.00.00,API 200E,13.0,ug/m3,,1,1,1
5083,DE AMICIS,11/08/2016 18.00.00,11/08/2016 19.00.00,API 200E,14.0,ug/m3,,1,1,1
5084,DE AMICIS,11/08/2016 19.00.00,11/08/2016 20.00.00,API 200E,17.0,ug/m3,,1,1,1
5085,DE AMICIS,11/08/2016 20.00.00,11/08/2016 21.00.00,API 200E,21.0,ug/m3,,1,1,1
5086,DE AMICIS,11/08/2016 21.00.00,11/08/2016 22.00.00,API 200E,21.0,ug/m3,,1,1,1
5087,DE AMICIS,11/08/2016 22.00.00,11/08/2016 23.00.00,API 200E,15.0,ug/m3,,1,1,1
5088,DE AMICIS,11/08/2016 23.00.00,12/08/2016,API 200E,6.0,ug/m3,,1,1,1
5089,DE AMICIS,12/08/2016,12/08/2016 1.00.00,API 200E,4.0,ug/m3,,1,1,1
5090,DE AMICIS,12/08/2016 1.00.00,12/08/2016 2.00.00,API 200E,4.0,ug/m3,,1,1,1
5091,DE AMICIS,12/08/2016 2.00.00,12/08/2016 3.00.00,API 200E,3.0,ug/m3,,1,1,1
5092,DE AMICIS,12/08/2016 3.00.00,12/08/2016 4.00.00,API 200E,2.0,ug/m3,,1,1,1
5093,DE AMICIS,12/08/2016 4.00.00,12/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5094,DE AMICIS,12/08/2016 5.00.00,12/08/2016 6.00.00,API 200E,5.0,ug/m3,,1,1,1
5095,DE AMICIS,12/08/2016 6.00.00,12/08/2016 7.00.00,API 200E,13.0,ug/m3,,1,1,1
5096,DE AMICIS,12/08/2016 7.00.00,12/08/2016 8.00.00,API 200E,23.0,ug/m3,,1,1,1
5097,DE AMICIS,12/08/2016 8.00.00,12/08/2016 9.00.00,API 200E,25.0,ug/m3,,1,1,1
5098,DE AMICIS,12/08/2016 9.00.00,12/08/2016 10.00.00,API 200E,22.0,ug/m3,,1,1,1
5099,DE AMICIS,12/08/2016 10.00.00,12/08/2016 11.00.00,API 200E,14.0,ug/m3,,1,1,1
5100,DE AMICIS,12/08/2016 11.00.00,12/08/2016 12.00.00,API 200E,11.0,ug/m3,,1,1,1
5101,DE AMICIS,12/08/2016 12.00.00,12/08/2016 13.00.00,API 200E,10.0,ug/m3,,1,1,1
5102,DE AMICIS,12/08/2016 13.00.00,12/08/2016 14.00.00,API 200E,9.0,ug/m3,,1,1,1
5103,DE AMICIS,12/08/2016 14.00.00,12/08/2016 15.00.00,API 200E,12.0,ug/m3,,1,1,1
5104,DE AMICIS,12/08/2016 15.00.00,12/08/2016 16.00.00,API 200E,11.0,ug/m3,,1,1,1
5105,DE AMICIS,12/08/2016 16.00.00,12/08/2016 17.00.00,API 200E,14.0,ug/m3,,1,1,1
5106,DE AMICIS,12/08/2016 17.00.00,12/08/2016 18.00.00,API 200E,17.0,ug/m3,,1,1,1
5107,DE AMICIS,12/08/2016 18.00.00,12/08/2016 19.00.00,API 200E,21.0,ug/m3,,1,1,1
5108,DE AMICIS,12/08/2016 19.00.00,12/08/2016 20.00.00,API 200E,21.0,ug/m3,,1,1,1
5109,DE AMICIS,12/08/2016 20.00.00,12/08/2016 21.00.00,API 200E,21.0,ug/m3,,1,1,1
5110,DE AMICIS,12/08/2016 21.00.00,12/08/2016 22.00.00,API 200E,14.0,ug/m3,,1,1,1
5111,DE AMICIS,12/08/2016 22.00.00,12/08/2016 23.00.00,API 200E,7.0,ug/m3,,1,1,1
5112,DE AMICIS,12/08/2016 23.00.00,13/08/2016,API 200E,5.0,ug/m3,,1,1,1
5113,DE AMICIS,13/08/2016,13/08/2016 1.00.00,API 200E,4.0,ug/m3,,1,1,1
5114,DE AMICIS,13/08/2016 1.00.00,13/08/2016 2.00.00,API 200E,3.0,ug/m3,,1,1,1
5115,DE AMICIS,13/08/2016 2.00.00,13/08/2016 3.00.00,API 200E,3.0,ug/m3,,1,1,1
5116,DE AMICIS,13/08/2016 3.00.00,13/08/2016 4.00.00,API 200E,3.0,ug/m3,,1,1,1
5117,DE AMICIS,13/08/2016 4.00.00,13/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5118,DE AMICIS,13/08/2016 5.00.00,13/08/2016 6.00.00,API 200E,4.0,ug/m3,,1,1,1
5119,DE AMICIS,13/08/2016 6.00.00,13/08/2016 7.00.00,API 200E,5.0,ug/m3,,1,1,1
5120,DE AMICIS,13/08/2016 7.00.00,13/08/2016 8.00.00,API 200E,6.0,ug/m3,,1,1,1
5121,DE AMICIS,13/08/2016 8.00.00,13/08/2016 9.00.00,API 200E,13.0,ug/m3,,1,1,1
5122,DE AMICIS,13/08/2016 9.00.00,13/08/2016 10.00.00,API 200E,11.0,ug/m3,,1,1,1
5123,DE AMICIS,13/08/2016 10.00.00,13/08/2016 11.00.00,API 200E,11.0,ug/m3,,1,1,1
5124,DE AMICIS,13/08/2016 11.00.00,13/08/2016 12.00.00,API 200E,11.0,ug/m3,,1,1,1
5125,DE AMICIS,13/08/2016 12.00.00,13/08/2016 13.00.00,API 200E,9.0,ug/m3,,1,1,1
5126,DE AMICIS,13/08/2016 13.00.00,13/08/2016 14.00.00,API 200E,7.0,ug/m3,,1,1,1
5127,DE AMICIS,13/08/2016 14.00.00,13/08/2016 15.00.00,API 200E,7.0,ug/m3,,1,1,1
5128,DE AMICIS,13/08/2016 15.00.00,13/08/2016 16.00.00,API 200E,7.0,ug/m3,,1,1,1
5129,DE AMICIS,13/08/2016 16.00.00,13/08/2016 17.00.00,API 200E,8.0,ug/m3,,1,1,1
5130,DE AMICIS,13/08/2016 17.00.00,13/08/2016 18.00.00,API 200E,9.0,ug/m3,,1,1,1
5131,DE AMICIS,13/08/2016 18.00.00,13/08/2016 19.00.00,API 200E,12.0,ug/m3,,1,1,1
5132,DE AMICIS,13/08/2016 19.00.00,13/08/2016 20.00.00,API 200E,23.0,ug/m3,,1,1,1
5133,DE AMICIS,13/08/2016 20.00.00,13/08/2016 21.00.00,API 200E,27.0,ug/m3,,1,1,1
5134,DE AMICIS,13/08/2016 21.00.00,13/08/2016 22.00.00,API 200E,22.0,ug/m3,,1,1,1
5135,DE AMICIS,13/08/2016 22.00.00,13/08/2016 23.00.00,API 200E,10.0,ug/m3,,1,1,1
5136,DE AMICIS,13/08/2016 23.00.00,14/08/2016,API 200E,6.0,ug/m3,,1,1,1
5137,DE AMICIS,14/08/2016,14/08/2016 1.00.00,API 200E,4.0,ug/m3,,1,1,1
5138,DE AMICIS,14/08/2016 1.00.00,14/08/2016 2.00.00,API 200E,3.0,ug/m3,,1,1,1
5139,DE AMICIS,14/08/2016 2.00.00,14/08/2016 3.00.00,API 200E,3.0,ug/m3,,1,1,1
5140,DE AMICIS,14/08/2016 3.00.00,14/08/2016 4.00.00,API 200E,2.0,ug/m3,,1,1,1
5141,DE AMICIS,14/08/2016 4.00.00,14/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5142,DE AMICIS,14/08/2016 5.00.00,14/08/2016 6.00.00,API 200E,2.0,ug/m3,,1,1,1
5143,DE AMICIS,14/08/2016 6.00.00,14/08/2016 7.00.00,API 200E,3.0,ug/m3,,1,1,1
5144,DE AMICIS,14/08/2016 7.00.00,14/08/2016 8.00.00,API 200E,4.0,ug/m3,,1,1,1
5145,DE AMICIS,14/08/2016 8.00.00,14/08/2016 9.00.00,API 200E,7.0,ug/m3,,1,1,1
5146,DE AMICIS,14/08/2016 9.00.00,14/08/2016 10.00.00,API 200E,10.0,ug/m3,,1,1,1
5147,DE AMICIS,14/08/2016 10.00.00,14/08/2016 11.00.00,API 200E,9.0,ug/m3,,1,1,1
5148,DE AMICIS,14/08/2016 11.00.00,14/08/2016 12.00.00,API 200E,9.0,ug/m3,,1,1,1
5149,DE AMICIS,14/08/2016 12.00.00,14/08/2016 13.00.00,API 200E,6.0,ug/m3,,1,1,1
5150,DE AMICIS,14/08/2016 13.00.00,14/08/2016 14.00.00,API 200E,5.0,ug/m3,,1,1,1
5151,DE AMICIS,14/08/2016 14.00.00,14/08/2016 15.00.00,API 200E,6.0,ug/m3,,1,1,1
5152,DE AMICIS,14/08/2016 15.00.00,14/08/2016 16.00.00,API 200E,7.0,ug/m3,,1,1,1
5153,DE AMICIS,14/08/2016 16.00.00,14/08/2016 17.00.00,API 200E,9.0,ug/m3,,1,1,1
5154,DE AMICIS,14/08/2016 17.00.00,14/08/2016 18.00.00,API 200E,9.0,ug/m3,,1,1,1
5155,DE AMICIS,14/08/2016 18.00.00,14/08/2016 19.00.00,API 200E,10.0,ug/m3,,1,1,1
5156,DE AMICIS,14/08/2016 19.00.00,14/08/2016 20.00.00,API 200E,16.0,ug/m3,,1,1,1
5157,DE AMICIS,14/08/2016 20.00.00,14/08/2016 21.00.00,API 200E,17.0,ug/m3,,1,1,1
5158,DE AMICIS,14/08/2016 21.00.00,14/08/2016 22.00.00,API 200E,20.0,ug/m3,,1,1,1
5159,DE AMICIS,14/08/2016 22.00.00,14/08/2016 23.00.00,API 200E,17.0,ug/m3,,1,1,1
5160,DE AMICIS,14/08/2016 23.00.00,15/08/2016,API 200E,9.0,ug/m3,,1,1,1
5161,DE AMICIS,15/08/2016,15/08/2016 1.00.00,API 200E,7.0,ug/m3,,1,1,1
5162,DE AMICIS,15/08/2016 1.00.00,15/08/2016 2.00.00,API 200E,5.0,ug/m3,,1,1,1
5163,DE AMICIS,15/08/2016 2.00.00,15/08/2016 3.00.00,API 200E,4.0,ug/m3,,1,1,1
5164,DE AMICIS,15/08/2016 3.00.00,15/08/2016 4.00.00,API 200E,3.0,ug/m3,,1,1,1
5165,DE AMICIS,15/08/2016 4.00.00,15/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5166,DE AMICIS,15/08/2016 5.00.00,15/08/2016 6.00.00,API 200E,3.0,ug/m3,,1,1,1
5167,DE AMICIS,15/08/2016 6.00.00,15/08/2016 7.00.00,API 200E,4.0,ug/m3,,1,1,1
5168,DE AMICIS,15/08/2016 7.00.00,15/08/2016 8.00.00,API 200E,4.0,ug/m3,,1,1,1
5169,DE AMICIS,15/08/2016 8.00.00,15/08/2016 9.00.00,API 200E,6.0,ug/m3,,1,1,1
5170,DE AMICIS,15/08/2016 9.00.00,15/08/2016 10.00.00,API 200E,15.0,ug/m3,,1,1,1
5171,DE AMICIS,15/08/2016 10.00.00,15/08/2016 11.00.00,API 200E,10.0,ug/m3,,1,1,1
5172,DE AMICIS,15/08/2016 11.00.00,15/08/2016 12.00.00,API 200E,9.0,ug/m3,,1,1,1
5173,DE AMICIS,15/08/2016 12.00.00,15/08/2016 13.00.00,API 200E,5.0,ug/m3,,1,1,1
5174,DE AMICIS,15/08/2016 13.00.00,15/08/2016 14.00.00,API 200E,6.0,ug/m3,,1,1,1
5175,DE AMICIS,15/08/2016 14.00.00,15/08/2016 15.00.00,API 200E,5.0,ug/m3,,1,1,1
5176,DE AMICIS,15/08/2016 15.00.00,15/08/2016 16.00.00,API 200E,5.0,ug/m3,,1,1,1
5177,DE AMICIS,15/08/2016 16.00.00,15/08/2016 17.00.00,API 200E,7.0,ug/m3,,1,1,1
5178,DE AMICIS,15/08/2016 17.00.00,15/08/2016 18.00.00,API 200E,8.0,ug/m3,,1,1,1
5179,DE AMICIS,15/08/2016 18.00.00,15/08/2016 19.00.00,API 200E,10.0,ug/m3,,1,1,1
5180,DE AMICIS,15/08/2016 19.00.00,15/08/2016 20.00.00,API 200E,15.0,ug/m3,,1,1,1
5181,DE AMICIS,15/08/2016 20.00.00,15/08/2016 21.00.00,API 200E,21.0,ug/m3,,1,1,1
5182,DE AMICIS,15/08/2016 21.00.00,15/08/2016 22.00.00,API 200E,24.0,ug/m3,,1,1,1
5183,DE AMICIS,15/08/2016 22.00.00,15/08/2016 23.00.00,API 200E,16.0,ug/m3,,1,1,1
5184,DE AMICIS,15/08/2016 23.00.00,16/08/2016,API 200E,14.0,ug/m3,,1,1,1
5185,DE AMICIS,16/08/2016,16/08/2016 1.00.00,API 200E,7.0,ug/m3,,1,1,1
5186,DE AMICIS,16/08/2016 1.00.00,16/08/2016 2.00.00,API 200E,14.0,ug/m3,,1,1,1
5187,DE AMICIS,16/08/2016 2.00.00,16/08/2016 3.00.00,API 200E,13.0,ug/m3,,1,1,1
5188,DE AMICIS,16/08/2016 3.00.00,16/08/2016 4.00.00,API 200E,5.0,ug/m3,,1,1,1
5189,DE AMICIS,16/08/2016 4.00.00,16/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5190,DE AMICIS,16/08/2016 5.00.00,16/08/2016 6.00.00,API 200E,7.0,ug/m3,,1,1,1
5191,DE AMICIS,16/08/2016 6.00.00,16/08/2016 7.00.00,API 200E,6.0,ug/m3,,1,1,1
5192,DE AMICIS,16/08/2016 7.00.00,16/08/2016 8.00.00,API 200E,11.0,ug/m3,,1,1,1
5193,DE AMICIS,16/08/2016 8.00.00,16/08/2016 9.00.00,API 200E,20.0,ug/m3,,1,1,1
5194,DE AMICIS,16/08/2016 9.00.00,16/08/2016 10.00.00,API 200E,19.0,ug/m3,,1,1,1
5195,DE AMICIS,16/08/2016 10.00.00,16/08/2016 11.00.00,API 200E,21.0,ug/m3,,1,1,1
5196,DE AMICIS,16/08/2016 11.00.00,16/08/2016 12.00.00,API 200E,16.0,ug/m3,,1,1,1
5197,DE AMICIS,16/08/2016 12.00.00,16/08/2016 13.00.00,API 200E,12.0,ug/m3,,1,1,1
5198,DE AMICIS,16/08/2016 13.00.00,16/08/2016 14.00.00,API 200E,9.0,ug/m3,,1,1,1
5199,DE AMICIS,16/08/2016 14.00.00,16/08/2016 15.00.00,API 200E,12.0,ug/m3,,1,1,1
5200,DE AMICIS,16/08/2016 15.00.00,16/08/2016 16.00.00,API 200E,9.0,ug/m3,,1,1,1
5201,DE AMICIS,16/08/2016 16.00.00,16/08/2016 17.00.00,API 200E,6.0,ug/m3,,1,1,1
5202,DE AMICIS,16/08/2016 17.00.00,16/08/2016 18.00.00,API 200E,4.0,ug/m3,,1,1,1
5203,DE AMICIS,16/08/2016 18.00.00,16/08/2016 19.00.00,API 200E,5.0,ug/m3,,1,1,1
5204,DE AMICIS,16/08/2016 19.00.00,16/08/2016 20.00.00,API 200E,5.0,ug/m3,,1,1,1
5205,DE AMICIS,16/08/2016 20.00.00,16/08/2016 21.00.00,API 200E,4.0,ug/m3,,1,1,1
5206,DE AMICIS,16/08/2016 21.00.00,16/08/2016 22.00.00,API 200E,3.0,ug/m3,,1,1,1
5207,DE AMICIS,16/08/2016 22.00.00,16/08/2016 23.00.00,API 200E,3.0,ug/m3,,1,1,1
5208,DE AMICIS,16/08/2016 23.00.00,17/08/2016,API 200E,3.0,ug/m3,,1,1,1
5209,DE AMICIS,17/08/2016,17/08/2016 1.00.00,API 200E,3.0,ug/m3,,1,1,1
5210,DE AMICIS,17/08/2016 1.00.00,17/08/2016 2.00.00,API 200E,2.0,ug/m3,,1,1,1
5211,DE AMICIS,17/08/2016 2.00.00,17/08/2016 3.00.00,API 200E,2.0,ug/m3,,1,1,1
5212,DE AMICIS,17/08/2016 3.00.00,17/08/2016 4.00.00,API 200E,3.0,ug/m3,,1,1,1
5213,DE AMICIS,17/08/2016 4.00.00,17/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5214,DE AMICIS,17/08/2016 5.00.00,17/08/2016 6.00.00,API 200E,4.0,ug/m3,,1,1,1
5215,DE AMICIS,17/08/2016 6.00.00,17/08/2016 7.00.00,API 200E,17.0,ug/m3,,1,1,1
5216,DE AMICIS,17/08/2016 7.00.00,17/08/2016 8.00.00,API 200E,10.0,ug/m3,,1,1,1
5217,DE AMICIS,17/08/2016 8.00.00,17/08/2016 9.00.00,API 200E,5.0,ug/m3,,1,1,1
5218,DE AMICIS,17/08/2016 9.00.00,17/08/2016 10.00.00,API 200E,6.0,ug/m3,,1,1,1
5219,DE AMICIS,17/08/2016 10.00.00,17/08/2016 11.00.00,API 200E,6.0,ug/m3,,1,1,1
5220,DE AMICIS,17/08/2016 11.00.00,17/08/2016 12.00.00,API 200E,5.0,ug/m3,,1,1,1
5221,DE AMICIS,17/08/2016 12.00.00,17/08/2016 13.00.00,API 200E,4.0,ug/m3,,1,1,1
5222,DE AMICIS,17/08/2016 13.00.00,17/08/2016 14.00.00,API 200E,4.0,ug/m3,,1,1,1
5223,DE AMICIS,17/08/2016 14.00.00,17/08/2016 15.00.00,API 200E,4.0,ug/m3,,1,1,1
5224,DE AMICIS,17/08/2016 15.00.00,17/08/2016 16.00.00,API 200E,4.0,ug/m3,,1,1,1
5225,DE AMICIS,17/08/2016 16.00.00,17/08/2016 17.00.00,API 200E,4.0,ug/m3,,1,1,1
5226,DE AMICIS,17/08/2016 17.00.00,17/08/2016 18.00.00,API 200E,5.0,ug/m3,,1,1,1
5227,DE AMICIS,17/08/2016 18.00.00,17/08/2016 19.00.00,API 200E,6.0,ug/m3,,1,1,1
5228,DE AMICIS,17/08/2016 19.00.00,17/08/2016 20.00.00,API 200E,6.0,ug/m3,,1,1,1
5229,DE AMICIS,17/08/2016 20.00.00,17/08/2016 21.00.00,API 200E,5.0,ug/m3,,1,1,1
5230,DE AMICIS,17/08/2016 21.00.00,17/08/2016 22.00.00,API 200E,4.0,ug/m3,,1,1,1
5231,DE AMICIS,17/08/2016 22.00.00,17/08/2016 23.00.00,API 200E,3.0,ug/m3,,1,1,1
5232,DE AMICIS,17/08/2016 23.00.00,18/08/2016,API 200E,7.0,ug/m3,,1,1,1
5233,DE AMICIS,18/08/2016,18/08/2016 1.00.00,API 200E,5.0,ug/m3,,1,1,1
5234,DE AMICIS,18/08/2016 1.00.00,18/08/2016 2.00.00,API 200E,5.0,ug/m3,,1,1,1
5235,DE AMICIS,18/08/2016 2.00.00,18/08/2016 3.00.00,API 200E,7.0,ug/m3,,1,1,1
5236,DE AMICIS,18/08/2016 3.00.00,18/08/2016 4.00.00,API 200E,7.0,ug/m3,,1,1,1
5237,DE AMICIS,18/08/2016 4.00.00,18/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5238,DE AMICIS,18/08/2016 5.00.00,18/08/2016 6.00.00,API 200E,13.0,ug/m3,,1,1,1
5239,DE AMICIS,18/08/2016 6.00.00,18/08/2016 7.00.00,API 200E,21.0,ug/m3,,1,1,1
5240,DE AMICIS,18/08/2016 7.00.00,18/08/2016 8.00.00,API 200E,18.0,ug/m3,,1,1,1
5241,DE AMICIS,18/08/2016 8.00.00,18/08/2016 9.00.00,API 200E,17.0,ug/m3,,1,1,1
5242,DE AMICIS,18/08/2016 9.00.00,18/08/2016 10.00.00,API 200E,14.0,ug/m3,,1,1,1
5243,DE AMICIS,18/08/2016 10.00.00,18/08/2016 11.00.00,API 200E,15.0,ug/m3,,1,1,1
5244,DE AMICIS,18/08/2016 11.00.00,18/08/2016 12.00.00,API 200E,13.0,ug/m3,,1,1,1
5245,DE AMICIS,18/08/2016 12.00.00,18/08/2016 13.00.00,API 200E,12.0,ug/m3,,1,1,1
5246,DE AMICIS,18/08/2016 13.00.00,18/08/2016 14.00.00,API 200E,13.0,ug/m3,,1,1,1
5247,DE AMICIS,18/08/2016 14.00.00,18/08/2016 15.00.00,API 200E,12.0,ug/m3,,1,1,1
5248,DE AMICIS,18/08/2016 15.00.00,18/08/2016 16.00.00,API 200E,17.0,ug/m3,,1,1,1
5249,DE AMICIS,18/08/2016 16.00.00,18/08/2016 17.00.00,API 200E,20.0,ug/m3,,1,1,1
5250,DE AMICIS,18/08/2016 17.00.00,18/08/2016 18.00.00,API 200E,22.0,ug/m3,,1,1,1
5251,DE AMICIS,18/08/2016 18.00.00,18/08/2016 19.00.00,API 200E,21.0,ug/m3,,1,1,1
5252,DE AMICIS,18/08/2016 19.00.00,18/08/2016 20.00.00,API 200E,22.0,ug/m3,,1,1,1
5253,DE AMICIS,18/08/2016 20.00.00,18/08/2016 21.00.00,API 200E,23.0,ug/m3,,1,1,1
5254,DE AMICIS,18/08/2016 21.00.00,18/08/2016 22.00.00,API 200E,21.0,ug/m3,,1,1,1
5255,DE AMICIS,18/08/2016 22.00.00,18/08/2016 23.00.00,API 200E,26.0,ug/m3,,1,1,1
5256,DE AMICIS,18/08/2016 23.00.00,19/08/2016,API 200E,8.0,ug/m3,,1,1,1
5257,DE AMICIS,19/08/2016,19/08/2016 1.00.00,API 200E,21.0,ug/m3,,1,1,1
5258,DE AMICIS,19/08/2016 1.00.00,19/08/2016 2.00.00,API 200E,18.0,ug/m3,,1,1,1
5259,DE AMICIS,19/08/2016 2.00.00,19/08/2016 3.00.00,API 200E,12.0,ug/m3,,1,1,1
5260,DE AMICIS,19/08/2016 3.00.00,19/08/2016 4.00.00,API 200E,10.0,ug/m3,,1,1,1
5261,DE AMICIS,19/08/2016 4.00.00,19/08/2016 5.00.00,API 200E,,ug/m3,,-1,-1,-1
5262,DE AMICIS,19/08/2016 5.00.00,19/08/2016 6.00.00,API 200E,19.0,ug/m3,,1,1,1
5263,DE AMICIS,19/08/2016 6.00.00,19/08/2016 7.00.00,API 200E,25.0,ug/m3,,1,1,1
5264,DE AMICIS,19/08/2016 7.00.00,19/08/2016 8.00.00,API 200E,19.0,ug/m3,,1,1,1
5265,DE AMICIS,19/08/2016 8.00.00,19/08/2016 9.00.00,API 200E,21.0,ug/m3,,1,1,1
5266,DE AMICIS,19/08/2016 9.00.00,19/08/2016 10.00.00,API 200E,18.0,ug/m3,,1,1,1
5267,DE AMICIS,19/08/2016 10.00.00,19/08/2016 11.00.00,API 200E,18.0,ug/m3,,1,1,1
5268,DE AMICIS,19/08/2016 11.00.00,19/08/2016 12.00.00,API 200E,13.0,ug/m3,,1,1,1
5269,DE AMICIS,19/08/2016 12.00.00,19/08/2016 13.00.00,API 200E,7.0,ug/m3,,1,1,1
5270,DE AMICIS,19/08/2016 13.00.00,19/08/2016 14.00.00,API 200E,13.0,ug/m3,,1,1,1
5271,DE AMICIS,19/08/2016 14.00.00,19/08/2016 15.00.00,API 200E,12.0,ug/m3,,1,1,1
